PID;DayCareType;Daycare_Name;Mailing_City;Mailing_State;Mailing_Address;Mailing_Zip;Telephone;URL;Capacity (optional);Age Range (optional);Original_Name;Normalized_Name;Normalized_Name_Core;Search_Name_Primary;Search_Name_Variants;Cleaning_Rules_Applied
3078692;Independent Center;AMES CMTY PRE-SCH-NORTHMINSTER;Ames;IA;;;;;;,,;AMES CMTY PRE-SCH-NORTHMINSTER;AMES CMTY PRE SCH NORTHMINSTER;CMTY NORTHMINSTER;AMES CMTY PRESCHOOL SCH NORTHMINSTER;AMES CMTY PRESCHOOL SCH NORTHMINSTER || AMES COMMUNITY PRE SCH NORTHMINSTER || AMES CMTY PRE SCHOOL NORTHMINSTER || AMES CMTY PRESCHOOL NORTHMINSTER || AMES CMTY PRE SCH NORTHMINSTER || AMES CMTY NORTHMINSTER || CMTY NORTHMINSTER;CMTY->COMMUNITY || PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || PRE SCH->PRESCHOOL || removed city tokens from core: AMES
3081948;College/University Based;KSU CHILD DEVELOPMENT CENTER;Manhattan;KS;;;;;;,,;KSU CHILD DEVELOPMENT CENTER;KSU CHILD DEVELOPMENT CENTER;KSU;KSU CHILD DEVELOPMENT CENTER;KSU CHILD DEVELOPMENT CENTER || KSU;
3082435;Independent Center;WONDERKIDS;Warwick;RI;;;;;;,,;WONDERKIDS;WONDERKIDS;WONDERKIDS;WONDERKIDS;WONDERKIDS;
3083295;Church/Synagogue;FIRST KIDS SCH AGE CHLDHD CARE;Louisville;KY;;;;;;,,;FIRST KIDS SCH AGE CHLDHD CARE;FIRST KIDS SCH AGE CHLDHD CARE;FIRST KIDS AGE CHLDHD;FIRST KIDS SCHOOL AGE CHLDHD CARE;FIRST KIDS SCHOOL AGE CHLDHD CARE || FIRST KIDS SCH AGE CHILDHOOD CARE || FIRST KIDS SCH AGE CHLDHD CARE || FIRST KIDS AGE CHLDHD;SCH->SCHOOL || CHLDHD->CHILDHOOD
3091890;Church/Synagogue;FIRST BAPTIST CHURCH OF BYRAM;Byram;MS;;;;;;,,;FIRST BAPTIST CHURCH OF BYRAM;FIRST BAPTIST CHURCH OF BYRAM;FIRST BAPTIST CHURCH;FIRST BAPTIST CHURCH OF BYRAM;FIRST BAPTIST CHURCH OF BYRAM || FIRST BAPTIST CHURCH BYRAM || FIRST BAPTIST CHURCH;removed city tokens from core: BYRAM
3097832;Church/Synagogue;CROSS GATES METH CHLDRN'S CTR;Brandon;MS;;;;;;,,;CROSS GATES METH CHLDRN'S CTR;CROSS GATES METH CHLDRNS CTR;CROSS GATES METH CHLDRNS;CROSS GATES METHODIST CHLDRNS CTR;CROSS GATES METHODIST CHLDRNS CTR || CROSS GATES METH CHLDRNS CENTER || CROSS GATES METH CHLDRNS CENTRE || CROSS GATES METH CHLDRNS CTR || CROSS GATES METH CHLDRNS;METH->METHODIST || CTR->CENTER || CTR->CENTRE
3098472;Independent Center;TROY EARLY CHILD CARE CTR;Troy;IL;;;;;;,,;TROY EARLY CHILD CARE CTR;TROY EARLY CHILD CARE CTR;EARLY CHILD CARE CTR;TROY EARLY CHILD CARE CENTER;TROY EARLY CHILD CARE CENTER || TROY EARLY CHILD CARE CENTRE || TROY EARLY CHILD CARE CTR || EARLY CHILD CARE CTR || TROY;CTR->CENTER || CTR->CENTRE || removed city tokens from core: TROY
3110604;Independent Center;CREATIVE KIDS LEARNING CTR;Las Vegas;NV;;;;;;,,;CREATIVE KIDS LEARNING CTR;CREATIVE KIDS LEARNING CTR;CREATIVE KIDS;CREATIVE KIDS LEARNING CENTER;CREATIVE KIDS LEARNING CENTER || CREATIVE KIDS LEARNING CENTRE || CREATIVE KIDS LEARNING CTR || CREATIVE KIDS;CTR->CENTER || CTR->CENTRE
3115783;Independent Center;ABC ACADEMY CHILD CARE DEV CTR;Jackson;MI;;;;;;,,;ABC ACADEMY CHILD CARE DEV CTR;ABC ACADEMY CHILD CARE DEV CTR;ABC;ABC ACADEMY CHILD CARE DEVELOPMENT CENTER;ABC ACADEMY CHILD CARE DEVELOPMENT CENTER || ABC ACADEMY CHILD CARE DEVELOPMENT CTR || ABC ACADEMY CHILD CARE DEV CENTER || ABC ACADEMY CHILD CARE DEV CENTRE || ABC ACADEMY CHILD CARE DEV CTR || ABC;DEV->DEVELOPMENT || CTR->CENTER || CTR->CENTRE || DEV CTR->DEVELOPMENT CENTER
3136579;Independent Center;MANDEL JEWISH CMTY CTR PRE-SCH;Beachwood;OH;;;;;;,,;MANDEL JEWISH CMTY CTR PRE-SCH;MANDEL JEWISH CMTY CTR PRE SCH;MANDEL JEWISH CMTY;MANDEL JEWISH CMTY CTR PRESCHOOL SCH;MANDEL JEWISH CMTY CTR PRESCHOOL SCH || MANDEL JEWISH COMMUNITY CTR PRE SCH || MANDEL JEWISH CMTY CENTER PRE SCH || MANDEL JEWISH CMTY CENTRE PRE SCH || MANDEL JEWISH CMTY CTR PRE SCHOOL || MANDEL JEWISH CMTY CTR PRESCHOOL || MANDEL JEWISH CMTY CTR PRE SCH || MANDEL JEWISH CMTY;CMTY->COMMUNITY || CTR->CENTER || CTR->CENTRE || PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || PRE SCH->PRESCHOOL
3147176;Church/Synagogue;SOUTHSIDE BAPT CHURCH DAY CARE;Florence;SC;;;;;;,,;SOUTHSIDE BAPT CHURCH DAY CARE;SOUTHSIDE BAPT CHURCH DAY CARE;SOUTHSIDE BAPT CHURCH;SOUTHSIDE BAPT CHURCH DAY CARE;SOUTHSIDE BAPT CHURCH DAY CARE || SOUTHSIDE BAPT CHURCH;
3151218;Church/Synagogue;CORNERSTONE UN METH PRE-SCH;Houston;TX;;;;;;,,;CORNERSTONE UN METH PRE-SCH;CORNERSTONE UN METH PRE SCH;CORNERSTONE UN METH;CORNERSTONE UN METH PRESCHOOL SCH;CORNERSTONE UN METH PRESCHOOL SCH || CORNERSTONE UN METHODIST PRE SCH || CORNERSTONE UN METH PRE SCHOOL || CORNERSTONE UN METH PRESCHOOL || CORNERSTONE UN METH PRE SCH || CORNERSTONE UN METH;METH->METHODIST || PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || PRE SCH->PRESCHOOL
3152406;Independent Center;CAMP FIRE USA CHILD CARE CTR;Pensacola;FL;;;;;;,,;CAMP FIRE USA CHILD CARE CTR;CAMP FIRE USA CHILD CARE CTR;CAMP FIRE USA;CAMP FIRE USA CHILD CARE CENTER;CAMP FIRE USA CHILD CARE CENTER || CAMP FIRE USA CHILD CARE CENTRE || CAMP FIRE USA CHILD CARE CTR || CAMP FIRE USA;CTR->CENTER || CTR->CENTRE
3161938;Montessori;KINDERNEST MONTESSORI SCHOOL;Fredericksbrg;TX;;;;;;,,;KINDERNEST MONTESSORI SCHOOL;KINDERNEST MONTESSORI SCHOOL;KINDERNEST MONTESSORI;KINDERNEST MONTESSORI SCHOOL;KINDERNEST MONTESSORI SCHOOL || KINDERNEST MONTESSORI;
3168649;Employer (Corporate) Sponsored;PAVILLARD LEARNING CENTER;Amarillo;TX;;;;;;,,;PAVILLARD LEARNING CENTER;PAVILLARD LEARNING CENTER;PAVILLARD;PAVILLARD LEARNING CENTER;PAVILLARD LEARNING CENTER || PAVILLARD;
3168900;Church/Synagogue;TRIUMPHANT LOVE LUTH CDC;Austin;TX;;;;;;,,;TRIUMPHANT LOVE LUTH CDC;TRIUMPHANT LOVE LUTH CDC;TRIUMPHANT LOVE LUTH;TRIUMPHANT LOVE LUTH CHILD DEVELOPMENT CENTER;TRIUMPHANT LOVE LUTH CHILD DEVELOPMENT CENTER || TRIUMPHANT LOVE LUTHERAN CDC || TRIUMPHANT LOVE LUTH CDC || TRIUMPHANT LOVE LUTH;LUTH->LUTHERAN || CDC->CHILD DEVELOPMENT CENTER
3172640;Church/Synagogue;CORNERSTONE CC;Berkeley;CA;;;;;;,,;CORNERSTONE CC;CORNERSTONE CC;CORNERSTONE;CORNERSTONE COMMUNITY CENTER;CORNERSTONE COMMUNITY CENTER || CORNERSTONE CHILD CARE || CORNERSTONE CC || CORNERSTONE;CC->CHILD CARE || CC->COMMUNITY CENTER
3173852;Church/Synagogue;BRIGHT BEGINNINGS PRE-SCHOOL;Fort Myers;FL;;;;;;,,;BRIGHT BEGINNINGS PRE-SCHOOL;BRIGHT BEGINNINGS PRESCHOOL;BRIGHT BEGINNINGS;BRIGHT BEGINNINGS PRESCHOOL;BRIGHT BEGINNINGS PRESCHOOL || BRIGHT BEGINNINGS;
3177004;Church/Synagogue;JCC EARLY CHILDHOOD LRNG CTR;Maitland;FL;;;;;;,,;JCC EARLY CHILDHOOD LRNG CTR;JCC EARLY CHILDHOOD LRNG CTR;JCC CHILDHOOD LRNG;JCC EARLY CHILDHOOD LEARNING CTR;JCC EARLY CHILDHOOD LEARNING CTR || JCC EARLY CHILDHOOD LRNG CENTER || JCC EARLY CHILDHOOD LRNG CENTRE || JCC EARLY CHILDHOOD LRNG CTR || JCC CHILDHOOD LRNG;LRNG->LEARNING || CTR->CENTER || CTR->CENTRE
3181017;Church/Synagogue;KIDS FIRST;Bartlesville;OK;;;;;;,,;KIDS FIRST;KIDS FIRST;KIDS FIRST;KIDS FIRST;KIDS FIRST;
3181665;Church/Synagogue;ABC BARN CHILDREN'S PLACE;La Mesa;CA;;;;;;,,;ABC BARN CHILDREN'S PLACE;ABC BARN CHILDRENS PLACE;ABC BARN PLACE;ABC BARN CHILDRENS PLACE;ABC BARN CHILDRENS PLACE || ABC BARN PLACE;
3182009;Independent Center;DUCK'S NEST;Berkeley;CA;;;;;;,,;DUCK'S NEST;DUCKS NEST;DUCKS NEST;DUCKS NEST;DUCKS NEST;
3183211;Independent Center;ORLEANS-NIAGARA BOCES ECC;Sanborn;NY;;;;;;,,;ORLEANS-NIAGARA BOCES ECC;ORLEANS NIAGARA BOCES ECC;ORLEANS NIAGARA BOCES;ORLEANS NIAGARA BOCES EARLY CHILDHOOD EDUCATION CENTER;ORLEANS NIAGARA BOCES EARLY CHILDHOOD EDUCATION CENTER || ORLEANS NIAGARA BOCES EARLY CHILDHOOD CENTER || ORLEANS NIAGARA BOCES ECC || ORLEANS NIAGARA BOCES;ECC->EARLY CHILDHOOD CENTER || ECC->EARLY CHILDHOOD EDUCATION CENTER
3185324;Independent Center;LITTLE MUD PUDDLES LC;Fremont;CA;;;;;;,,;LITTLE MUD PUDDLES LC;LITTLE MUD PUDDLES LC;LITTLE MUD PUDDLES LC;LITTLE MUD PUDDLES LC;LITTLE MUD PUDDLES LC;
3185946;Church/Synagogue;ST MARK'S PRE-SCHOOL/KIDZONE;Lincoln;NE;;;;;;,,;ST MARK'S PRE-SCHOOL/KIDZONE;ST MARKS PRESCHOOL KIDZONE;ST MARKS KIDZONE;SAINT MARKS PRESCHOOL KIDZONE;SAINT MARKS PRESCHOOL KIDZONE || ST MARKS PRESCHOOL KIDZONE || ST MARKS KIDZONE;ST->SAINT || ST->ST
3188675;Church/Synagogue;ROTHSCHILD EARLY CHLDHD CENTER;Syracuse;NY;;;;;;,,;ROTHSCHILD EARLY CHLDHD CENTER;ROTHSCHILD EARLY CHLDHD CENTER;ROTHSCHILD CHLDHD;ROTHSCHILD EARLY CHILDHOOD CENTER;ROTHSCHILD EARLY CHILDHOOD CENTER || ROTHSCHILD EARLY CHLDHD CENTER || ROTHSCHILD CHLDHD;CHLDHD->CHILDHOOD
3190654;Independent Center;SCHENECTADY JEWISH CMTY CTR;Schenectady;NY;;;;;;,,;SCHENECTADY JEWISH CMTY CTR;SCHENECTADY JEWISH CMTY CTR;JEWISH CMTY;SCHENECTADY JEWISH COMMUNITY CTR;SCHENECTADY JEWISH COMMUNITY CTR || SCHENECTADY JEWISH CMTY CENTER || SCHENECTADY JEWISH CMTY CENTRE || SCHENECTADY JEWISH CMTY CTR || SCHENECTADY JEWISH CMTY || JEWISH CMTY;CMTY->COMMUNITY || CTR->CENTER || CTR->CENTRE || removed city tokens from core: SCHENECTADY
3190707;Independent Center;COBLESKILL CAMPUS CHILD CARE;Cobleskill;NY;;;;;;,,;COBLESKILL CAMPUS CHILD CARE;COBLESKILL CAMPUS CHILD CARE;CAMPUS;COBLESKILL CAMPUS CHILD CARE;COBLESKILL CAMPUS CHILD CARE || COBLESKILL CAMPUS || CAMPUS;removed city tokens from core: COBLESKILL
3191347;Independent Center;GREAT NECK COMMUNITY SCHOOL;Great Neck;NY;;;;;;,,;GREAT NECK COMMUNITY SCHOOL;GREAT NECK COMMUNITY SCHOOL;COMMUNITY;GREAT NECK COMMUNITY SCHOOL;GREAT NECK COMMUNITY SCHOOL || GREATNECK COMMUNITY SCHOOL || GREAT NECK COMMUNITY || COMMUNITY;GREAT NECK->GREATNECK (compound city) || removed city tokens from core: GREAT NECK
3193321;Independent Center;CANTERBURY CMTY NURSERY SCHOOL;Richmond;VA;;;;;;,,;CANTERBURY CMTY NURSERY SCHOOL;CANTERBURY CMTY NURSERY SCHOOL;CANTERBURY CMTY;CANTERBURY COMMUNITY NURSERY SCHOOL;CANTERBURY COMMUNITY NURSERY SCHOOL || CANTERBURY CMTY NURSERY SCHOOL || CANTERBURY CMTY;CMTY->COMMUNITY
3194739;Church/Synagogue;RIVER ROAD CHURCH PRE-SCHOOL;Richmond;VA;;;;;;,,;RIVER ROAD CHURCH PRE-SCHOOL;RIVER ROAD CHURCH PRESCHOOL;RIVER ROAD CHURCH;RIVER ROAD CHURCH PRESCHOOL;RIVER ROAD CHURCH PRESCHOOL || RIVER ROAD CHURCH;
3195616;Church/Synagogue;HOPE LUTHERAN PRE-SCHOOL;Daly City;CA;;;;;;,,;HOPE LUTHERAN PRE-SCHOOL;HOPE LUTHERAN PRESCHOOL;HOPE LUTHERAN;HOPE LUTHERAN PRESCHOOL;HOPE LUTHERAN PRESCHOOL || HOPE LUTHERAN;
3205039;Independent Center;TLC EARLY LEARNING CENTER;Bloomington;MN;;;;;;,,;TLC EARLY LEARNING CENTER;TLC EARLY LEARNING CENTER;TLC;TLC EARLY LEARNING CENTER;TLC EARLY LEARNING CENTER || TLC;
3214274;YMCA/YWCA;PIEDMONT FAMILY YMCA;University;VA;;;;;;,,;PIEDMONT FAMILY YMCA;PIEDMONT FAMILY YMCA;PIEDMONT FAMILY YMCA;PIEDMONT FAMILY YMCA;PIEDMONT FAMILY YMCA;
3215785;Montessori;KID TOWN USA;South Gate;CA;;;;;;,,;KID TOWN USA;KID TOWN USA;KID TOWN USA;KID TOWN USA;KID TOWN USA;
3216002;Independent Center;MEETING HOUSE CHILD CARE CTR;Newton;MA;;;;;;,,;MEETING HOUSE CHILD CARE CTR;MEETING HOUSE CHILD CARE CTR;MEETING HOUSE;MEETING HOUSE CHILD CARE CENTER;MEETING HOUSE CHILD CARE CENTER || MEETING HOUSE CHILD CARE CENTRE || MEETING HOUSE CHILD CARE CTR || MEETING HOUSE;CTR->CENTER || CTR->CENTRE
3227520;Independent Center;SANDHILLS CHILDRENS CENTER;Rockingham;NC;;;;;;,,;SANDHILLS CHILDRENS CENTER;SANDHILLS CHILDRENS CENTER;SANDHILLS;SANDHILLS CHILDRENS CENTER;SANDHILLS CHILDRENS CENTER || SANDHILLS;
3237666;Employer (Corporate) Sponsored;GUILD OF SR AGNES CHILD CARE;Webster;MA;;;;;;,,;GUILD OF SR AGNES CHILD CARE;GUILD OF SR AGNES CHILD CARE;GUILD SR AGNES;GUILD OF SR AGNES CHILD CARE;GUILD OF SR AGNES CHILD CARE || GUILD OF SR AGNES || GUILD SR AGNES;
3243744;Independent Center;GRACE GARDEN EDUCATION CTR;El Monte;CA;;;;;;,,;GRACE GARDEN EDUCATION CTR;GRACE GARDEN EDUCATION CTR;GRACE GARDEN EDUCATION;GRACE GARDEN EDUCATION CENTER;GRACE GARDEN EDUCATION CENTER || GRACE GARDEN EDUCATION CENTRE || GRACE GARDEN EDUCATION CTR || GRACE GARDEN EDUCATION;CTR->CENTER || CTR->CENTRE
3254822;Church/Synagogue;ST JOSEPH AFTER SCHOOL CARE;Jefferson City;MO;;;;;;,,;ST JOSEPH AFTER SCHOOL CARE;ST JOSEPH AFTER SCHOOL CARE;ST JOSEPH AFTER;SAINT JOSEPH AFTER SCHOOL CARE;SAINT JOSEPH AFTER SCHOOL CARE || ST JOSEPH AFTER SCHOOL CARE || ST JOSEPH AFTER;ST->SAINT || ST->ST
3255620;YMCA/YWCA;SOUTH COUNTY YMCA DAY CARE;Saint Louis;MO;;;;;;,,;SOUTH COUNTY YMCA DAY CARE;SOUTH COUNTY YMCA DAY CARE;SOUTH COUNTY YMCA;SOUTH COUNTY YMCA DAY CARE;SOUTH COUNTY YMCA DAY CARE || SOUTH COUNTY YMCA;
3267752;Independent Center;THE YOUNG SCHOOL;Columbia;MD;;;;;;,,;THE YOUNG SCHOOL;YOUNG SCHOOL;YOUNG;YOUNG SCHOOL;YOUNG SCHOOL || YOUNG;
3273608;Independent Center;KID'S OF CHATAM ORG KOCO;East Hampton;CT;;;;;;,,;KID'S OF CHATAM ORG KOCO;KIDS OF CHATAM ORG KOCO;KIDS CHATAM ORG KOCO;KIDS OF CHATAM ORG KOCO;KIDS OF CHATAM ORG KOCO || KIDS CHATAM ORG KOCO;
3276648;Independent Center;BEGINNING SCHOOL;Tucson;AZ;;;;;;,,;BEGINNING SCHOOL;BEGINNING SCHOOL;BEGINNING;BEGINNING SCHOOL;BEGINNING SCHOOL || BEGINNING;
3277903;College/University Based;ST JOHN FISHER CLG CHILD CARE;Rochester;NY;;;;;;,,;ST JOHN FISHER CLG CHILD CARE;ST JOHN FISHER CLG CHILD CARE;ST JOHN FISHER CLG;ST JOHN FISHER COLLEGE CHILD CARE;ST JOHN FISHER COLLEGE CHILD CARE || SAINT JOHN FISHER CLG CHILD CARE || ST JOHN FISHER CLG CHILD CARE || ST JOHN FISHER CLG;ST->SAINT || ST->ST || CLG->COLLEGE
3280376;Independent Center;CAUGHLIN CLUB KIDS;Reno;NV;;;;;;,,;CAUGHLIN CLUB KIDS;CAUGHLIN CLUB KIDS;CAUGHLIN CLUB KIDS;CAUGHLIN CLUB KIDS;CAUGHLIN CLUB KIDS;
3283495;Independent Center;BELLEVUE COMMUNITY CENTER;Wilmington;DE;;;;;;,,;BELLEVUE COMMUNITY CENTER;BELLEVUE COMMUNITY CENTER;BELLEVUE COMMUNITY;BELLEVUE COMMUNITY CENTER;BELLEVUE COMMUNITY CENTER || BELLEVUE COMMUNITY;
3288201;Independent Center;CORNERSTONE EARLY LRNG CENTER;Douglasville;GA;;;;;;,,;CORNERSTONE EARLY LRNG CENTER;CORNERSTONE EARLY LRNG CENTER;CORNERSTONE LRNG;CORNERSTONE EARLY LEARNING CENTER;CORNERSTONE EARLY LEARNING CENTER || CORNERSTONE EARLY LRNG CENTER || CORNERSTONE LRNG;LRNG->LEARNING
3289889;Church/Synagogue;PEACHTREE RD LUTH PRE-SCH;Atlanta;GA;;;;;;,,;PEACHTREE RD LUTH PRE-SCH;PEACHTREE RD LUTH PRE SCH;PEACHTREE RD LUTH;PEACHTREE RD LUTH PRESCHOOL SCH;PEACHTREE RD LUTH PRESCHOOL SCH || PEACHTREE RD LUTHERAN PRE SCH || PEACHTREE RD LUTH PRE SCHOOL || PEACHTREE RD LUTH PRESCHOOL || PEACHTREE RD LUTH PRE SCH || PEACHTREE RD LUTH;LUTH->LUTHERAN || PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || PRE SCH->PRESCHOOL
3291167;YMCA/YWCA;NORTHEAST YMCA-CHILD DEV CTR;Louisville;KY;;;;;;,,;NORTHEAST YMCA-CHILD DEV CTR;NORTHEAST YMCA CHILD DEV CTR;NORTHEAST YMCA;NORTHEAST YMCA CHILD DEVELOPMENT CENTER;NORTHEAST YMCA CHILD DEVELOPMENT CENTER || NORTHEAST YMCA CHILD DEVELOPMENT CTR || NORTHEAST YMCA CHILD DEV CENTER || NORTHEAST YMCA CHILD DEV CENTRE || NORTHEAST YMCA CHILD DEV CTR || NORTHEAST YMCA;DEV->DEVELOPMENT || CTR->CENTER || CTR->CENTRE || DEV CTR->DEVELOPMENT CENTER
3296480;Independent Center;BROOKER MEMORIAL CC & LRNG CTR;Torrington;CT;;;;;;,,;BROOKER MEMORIAL CC & LRNG CTR;BROOKER MEMORIAL CC AND LRNG CTR;BROOKER MEMORIAL LRNG;BROOKER MEMORIAL COMMUNITY CENTER AND LRNG CTR;BROOKER MEMORIAL COMMUNITY CENTER AND LRNG CTR || BROOKER MEMORIAL CHILD CARE AND LRNG CTR || BROOKER MEMORIAL CC AND LEARNING CTR || BROOKER MEMORIAL CC AND LRNG CENTER || BROOKER MEMORIAL CC AND LRNG CENTRE || BROOKER MEMORIAL CC AND LRNG CTR || BROOKER MEMORIAL AND LRNG || BROOKER MEMORIAL LRNG;CC->CHILD CARE || CC->COMMUNITY CENTER || LRNG->LEARNING || CTR->CENTER || CTR->CENTRE
3299195;College/University Based;WOODSIDE CHILDREN'S CENTER;Amherst;MA;;;;;;,,;WOODSIDE CHILDREN'S CENTER;WOODSIDE CHILDRENS CENTER;WOODSIDE;WOODSIDE CHILDRENS CENTER;WOODSIDE CHILDRENS CENTER || WOODSIDE;
3300225;;BOYS & GIRLS CLUB-BERKSHIRES;Pittsfield;MA;;;;;;,,;BOYS & GIRLS CLUB-BERKSHIRES;BOYS AND GIRLS CLUB BERKSHIRES;BOYS GIRLS CLUB BERKSHIRES;BOYS AND GIRLS CLUB BERKSHIRES;BOYS AND GIRLS CLUB BERKSHIRES || BOYS GIRLS CLUB BERKSHIRES;
3304867;Independent Center;FAIR ACRES COUNTRY DAY SCHOOL;Marstons Mls;MA;;;;;;,,;FAIR ACRES COUNTRY DAY SCHOOL;FAIR ACRES COUNTRY DAY SCHOOL;FAIR ACRES COUNTRY;FAIR ACRES COUNTRY DAY SCHOOL;FAIR ACRES COUNTRY DAY SCHOOL || FAIR ACRES COUNTRY;
3307558;College/University Based;CAMPUS KINDER HAUS;Quincy;MA;;;;;;,,;CAMPUS KINDER HAUS;CAMPUS KINDER HAUS;CAMPUS KINDER HAUS;CAMPUS KINDER HAUS;CAMPUS KINDER HAUS;
3307649;Independent Center;GREATER QUINCY CHILD CARE CTR;Quincy;MA;;;;;;,,;GREATER QUINCY CHILD CARE CTR;GREATER QUINCY CHILD CARE CTR;GREATER;GREATER QUINCY CHILD CARE CENTER;GREATER QUINCY CHILD CARE CENTER || GREATER QUINCY CHILD CARE CENTRE || GREATER QUINCY CHILD CARE CTR || GREATER QUINCY || GREATER;CTR->CENTER || CTR->CENTRE || removed city tokens from core: QUINCY
3313545;Hospital Centers;HOSP TOTS CHILD DEV CTR;Columbia;TN;;;;;;,,;HOSP TOTS CHILD DEV CTR;HOSP TOTS CHILD DEV CTR;HOSP TOTS;HOSP TOTS CHILD DEVELOPMENT CENTER;HOSP TOTS CHILD DEVELOPMENT CENTER || HOSP TOTS CHILD DEVELOPMENT CTR || HOSP TOTS CHILD DEV CENTER || HOSP TOTS CHILD DEV CENTRE || HOSP TOTS CHILD DEV CTR || HOSP TOTS;DEV->DEVELOPMENT || CTR->CENTER || CTR->CENTRE || DEV CTR->DEVELOPMENT CENTER
3342039;Other Chains;KIDDIE KOLLEGE-OVERLAND PARK;Overland Park;KS;;;;;;,,;KIDDIE KOLLEGE-OVERLAND PARK;KIDDIE KOLLEGE OVERLAND PARK;KIDDIE KOLLEGE;KIDDIE KOLLEGE OVERLAND PARK;KIDDIE KOLLEGE OVERLAND PARK || KIDDIE KOLLEGE OVERLANDPARK || KIDDIE KOLLEGE;OVERLAND PARK->OVERLANDPARK (compound city) || removed city tokens from core: OVERLAND PARK
3343643;Independent Center;NOAH'S ARK CHILD CARE CENTER;Manchester;NH;;;;;;,,;NOAH'S ARK CHILD CARE CENTER;NOAHS ARK CHILD CARE CENTER;NOAHS ARK;NOAHS ARK CHILD CARE CENTER;NOAHS ARK CHILD CARE CENTER || NOAHS ARK;
3346918;Church/Synagogue;IPC DAY SCHOOL;Birmingham;AL;;;;;;,,;IPC DAY SCHOOL;IPC DAY SCHOOL;IPC;IPC DAY SCHOOL;IPC DAY SCHOOL || IPC;
3349128;Independent Center;BEAR COUNTRY PRE-SCHOOL;Merced;CA;;;;;;,,;BEAR COUNTRY PRE-SCHOOL;BEAR COUNTRY PRESCHOOL;BEAR COUNTRY;BEAR COUNTRY PRESCHOOL;BEAR COUNTRY PRESCHOOL || BEAR COUNTRY;
3349714;College/University Based;ASI CHILDREN'S CENTER;Sacramento;CA;;;;;;,,;ASI CHILDREN'S CENTER;ASI CHILDRENS CENTER;ASI;ASI CHILDRENS CENTER;ASI CHILDRENS CENTER || ASI;
